id,name,genre,type,episodes,avg_rating,members
562,Hyakka Ryouran: Samurai Girls,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,12,7.01,99201
563,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,7.05,99133
564,InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,8.37,99128
565,Eve no Jikan,"Sci-Fi, Slice of Life",ONA,6,8.26,99074
566,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Seinen, Thriller",TV,26,8.33,98996
567,K: Missing Kings,"Action, Super Power, Supernatural",Movie,1,7.94,98549
568,Seitokai Yakuindomo,"Comedy, School, Shounen, Slice of Life",TV,13,7.84,98544
569,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.75,98431
570,Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",TV,24,7.68,98144
571,Karigurashi no Arrietty,Fantasy,Movie,1,8.1,97910
572,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43,97818
573,Dog Days,"Action, Adventure, Fantasy, Magic",TV,13,7.21,97809
574,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",TV,12,7.29,97674
575,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,7.51,97674
576,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401
577,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1,6.99,97308
578,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11,8.67,97187
579,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973
580,Kakumeiki Valvrave,"Action, Mecha, Space",TV,12,7.31,96718
581,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45,96694
582,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159
583,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,7.5,96092
584,Terra Formars,"Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964
585,Flying Witch,"Comedy, Magic, Shounen, Slice of Life, Supernatural",TV,12,7.65,95933
586,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22,7.78,95859
587,Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,7.97,95825
588,Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,1,8.04,95690
589,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,8.57,95658
590,Macross F,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,25,8.02,95551
591,Amaama to Inazuma,"Comedy, Seinen, Slice of Life",TV,12,7.63,95339
592,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,7.6,95242
593,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai Movie,"Drama, Slice of Life, Supernatural",Movie,1,8.19,95241
594,Tokyo ESP,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168
595,Asobi ni Iku yo!,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.87,95005
596,Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural",TV,12,6.93,94922
597,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1,7.85,94839
598,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.15,94820
599,Ladies versus Butlers!,"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,6.87,94820
600,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",Movie,1,7.95,94677
601,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",Movie,1,8.32,94435
602,Saijaku Muhai no Bahamut,"Action, Ecchi, Fantasy, Harem, Mecha, Romance, School, Supernatural",TV,12,6.87,94430
603,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51,7.65,94391
604,Kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43,94202
605,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,7.66,94165
606,Glasslip,"Romance, Slice of Life, Supernatural",TV,13,5.54,94108
607,Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,7.75,94074
608,Sengoku Basara,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,7.57,93940
609,Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Movie,1,7.72,93803
610,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6,93657
611,Zombie-Loan,"Action, Horror, Shounen, Supernatural",TV,11,7.06,93637
612,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comedy, Drama, School, Shounen, Sports",TV,10,9.15,93351
613,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293
614,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26,8.15,93095
615,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,7.9,93074
616,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000
617,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2,8.45,92543
618,Neko no Ongaeshi,"Adventure, Drama, Fantasy",Movie,1,7.98,92499
619,Hundred,"Action, Ecchi, Harem, Mecha, Romance, School, Sci-Fi",TV,12,6.53,92396
620,Soul Eater NOT!,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12,6.33,92269
621,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy, Ecchi, Harem, Mystery, Romance, School, Seinen",TV,12,6.85,92252
622,Yamato Nadeshiko Shichihenge,"Comedy, Shoujo",TV,25,7.89,92088
623,New Game!,"Comedy, Slice of Life",TV,12,7.81,91932
624,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,13,8.06,91864
625,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,8.28,91796
626,Koi to Senkyo to Chocolate,"Drama, Romance, School",TV,12,7.3,91552
627,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24,7.85,91530
628,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure",Movie,1,6.95,91526
629,Akaneiro ni Somaru Saka,"Comedy, Harem, Romance, School",TV,12,6.69,91453
630,Okusama ga Seitokaichou!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,6.88,91241
631,High School DxD OVA,"Comedy, Demons, Ecchi, Romance, School",OVA,2,7.47,91154
632,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,38,8.16,91138
633,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1,7.66,91105
634,White Album 2,"Drama, Music, Romance, Slice of Life",TV,13,7.98,91075
635,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10,7.33,91049
636,DearS,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,12,6.8,91037
637,Utawarerumono,"Action, Drama, Fantasy, Sci-Fi",TV,26,7.78,91034
638,Kyoukaisenjou no Horizon,"Action, Fantasy",TV,13,7.29,90977
639,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26,7.71,90931
640,Berserk (2016),"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,12,6.81,90817
641,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,7.1,90713
642,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,7.84,90625
643,Hakuouki,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12,7.57,90612
644,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,14,7.41,90379
645,Sakasama no Patema,"Sci-Fi, Seinen",Movie,1,8.23,89749
646,Tokyo Godfathers,"Comedy, Drama",Movie,1,8.32,89424
647,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12,7.92,89373
648,YuGiOh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27,7.29,89243
649,Yumekui Merry,"Action, Shounen, Supernatural",TV,13,7.08,89183
650,Hajime no Ippo: New Challenger,"Comedy, Drama, Shounen, Sports",TV,26,8.75,88995
651,Kobato,"Comedy, Drama, Fantasy",TV,24,8.09,88986
652,Ikkitousen,"Ecchi, Martial Arts, School, Super Power",TV,13,6.62,88969
653,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,8.49,88850
654,Death Note Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2,7.84,88699
655,Jitsu wa Watashi wa,"Comedy, Fantasy, Romance, School, Shounen, Supernatural",TV,13,7.15,88500
656,Mahou Shoujo MadokaMagica Movie 1: Hajimari no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.31,88164
657,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Movie,1,7.5,87944
658,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938
659,Gugure! Kokkuri-san,"Comedy, Shounen, Supernatural",TV,12,7.69,87824
660,Prince of Tennis,"Action, Comedy, School, Shounen, Sports",TV,178,8.04,87643
661,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.24,87617
662,Darker than Black: Kuro no Keiyakusha Special,"Comedy, Parody, Sci-Fi",Special,1,7.65,87609
663,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.84,87369
664,Gantz 2nd Stage,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,87240
665,Higashi no Eden Movie II: Paradise Lost,"Action, Comedy, Drama, Mystery, Romance, Thriller",Movie,1,7.78,87062
666,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.21,86972
667,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,86942
668,Aku no Hana,"Drama, Psychological, Romance, School",TV,13,7.22,86669
669,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military",TV,13,7.95,86475
670,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,7.93,86380
671,Another: The Other - Inga,"Horror, Mystery, Thriller",OVA,1,7.5,86261
672,Kimi to Boku,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,7.85,86196
673,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.52,86074
674,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,7.87,86001
675,Pokemon: The Origin,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.94,85947
676,Ghost in the Shell 2: Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,7.93,85714
677,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,12,7.19,85554
678,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",OVA,1,7.53,85492
679,Rail Wars!,"Action, Ecchi, Police",TV,12,6.47,85487
680,Denpa-teki na Kanojo,"Mystery, School, Thriller",OVA,2,7.79,85409
681,Mahou Shoujo MadokaMagica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.49,85361
682,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.04,85178
683,One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.42,85020
684,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1,7.88,85013
685,LuckyStar: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1,7.92,84833
686,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",TV,12,7.34,84779
687,Aoki Hagane no Arpeggio: Ars Nova,"Action, Sci-Fi, Seinen",TV,12,7.55,84708
688,Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.53,84527
689,UN-GO,"Mystery, Supernatural",TV,11,7.53,84499
690,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi",TV,12,7.43,84442
691,Girls Bravo: First Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,11,6.69,84395
692,So Ra No Wo To,"Military, Music, Sci-Fi, Slice of Life",TV,12,7.6,84390
693,Big Order (TV),"Action, Shounen, Super Power",TV,10,5.7,84079
694,Plastic Neesan,"Comedy, School",ONA,12,7.41,83977
695,GJ-bu,"Comedy, School, Slice of Life",TV,12,7.48,83838
696,Kill la Kill Special,"Action, Comedy, School, Super Power",Special,1,7.82,83795
697,Pupa,"Fantasy, Horror, Psychological",TV,12,3.82,83652
698,Eyeshield 21,"Action, Comedy, Shounen, Sports",TV,145,8.08,83648
699,Bungou Stray Dogs 2nd Season,"Mystery, Seinen, Supernatural",TV,12,8.39,83641
700,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.5,83515
701,Keijo!!!!!!!!,"Ecchi, Shounen, Sports",TV,12,7.22,83438
702,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,26,7.8,83437
703,Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,5,7.83,83421
704,Love Stage!!,"Comedy, Romance, Shounen Ai",TV,10,7.69,83397
705,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,7.87,83343
706,Divine Gate,"Action, Fantasy, Sci-Fi",TV,12,5.88,83271
707,Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.94,83097
708,Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",TV,12,6.75,83068
709,One Outs,"Psychological, Seinen, Sports",TV,25,8.41,83056
710,Gochuumon wa Usagi Desu ka,"Comedy, Slice of Life",TV,12,7.6,82999
711,Michiko to Hatchin,"Action, Adventure",TV,22,7.9,82625
712,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,8.56,82570
713,Tonari no Seki-kun,"Comedy, School, Seinen",TV,21,7.69,82568
714,OcculticNine,"Mystery, Sci-Fi",TV,12,6.78,82532
715,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1,8.64,82253
716,Brave 10,"Action, Adventure, Historical, Samurai, Seinen, Super Power",TV,12,6.97,82205
717,Jormungand: Perfect Order,"Action, Adventure, Seinen",TV,12,8.04,81951
718,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,6.57,81870
719,Seiken no Blacksmith,"Action, Adventure, Fantasy",TV,12,6.95,81738
720,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",TV,24,7.82,81408
721,Diamond no Ace,"Comedy, School, Shounen, Sports",TV,75,8.25,81384
722,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,7.35,81230
723,The iDOLMSTER,"Comedy, Drama, Music",TV,25,7.75,81155
724,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,4,7.52,81154
725,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,"Fantasy, Historical, Romance",OVA,1,7.97,81137
726,Gintama: Enchousen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,13,9.11,81109
727,Servant x Service,"Comedy, Slice of Life",TV,13,7.79,81037
728,Selector Infected WIXOSS,"Game, Psychological",TV,12,7.41,80964
729,Tari Tari,"Music, School, Slice of Life",TV,13,7.44,80960
730,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",TV,12,8.14,80862
731,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58,80825
732,Nogizaka Haruka no Himitsu,"Comedy, Romance",TV,12,7.35,80820
733,Working!!!,"Comedy, Romance, Slice of Life",TV,13,8.18,80763
734,Ginga Eiyuu Densetsu,"Drama, Military, Sci-Fi, Space",OVA,110,9.11,80679
735,Yahari Ore no Seishun Love Comedy wa Machigatteiru OVA,"Comedy, Romance, School",OVA,1,7.61,80676
736,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,6.44,80562
737,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13,7.85,80394
738,Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi",TV,24,7.61,80307
739,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",TV,12,6.32,80121
740,To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,6,7.51,79923
741,Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",TV,26,8.08,79816
742,Prince of Stride: Alternative,Sports,TV,12,7.04,79630
743,Love Lab,"Comedy, Romance, School",TV,13,7.49,79493
744,Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.1,79298
745,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",TV,26,7.7,79166
746,Bounen no Xamdou,"Action, Military, Sci-Fi",ONA,26,7.82,79026
747,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",TV,13,7.47,78952
748,Deadman Wonderland OVA,"Action, Horror, Sci-Fi",OVA,1,7.12,78878
749,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.46,78876
750,Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi, Space",TV,24,7.98,78600
751,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469
752,Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.41,78131
753,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",Special,1,7.21,78111
754,Ore ga Ojousama Gakkou ni Shomin Sample Toshite GetsSareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.06,77774
755,Senjou no Valkyria,"Action, Military, Romance",TV,26,7.76,77591
756,Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.7,77560
757,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,8.22,77464
758,Mashiro-iro Symphony: The Color of Lovers,"Drama, Harem, Romance, School",TV,12,7.3,77284
759,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",OVA,1,8.17,77111
760,Berserk: Ougon Jidai-hen I - Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",Movie,1,7.91,77103
761,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,7.79,76913
762,Rokujouma no Shinryakusha! (TV),"Comedy, Harem, Romance, School, Supernatural",TV,12,7.33,76880
763,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8.19,76860
764,Mai-HiME,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",TV,26,7.59,76492
765,Coppelion,"Action, Sci-Fi, Seinen",TV,13,6.56,76291
766,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",Movie,1,7.81,76286
767,Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,7.11,76253
768,Nourin,"Comedy, Ecchi, Romance, School",TV,12,6.98,76069
769,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.39,76051
770,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.88,75894
771,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,75807
772,Naruto: Shippuuden Movie 5 - Blood Prison,"Action, Adventure, Martial Arts, Mystery, Shounen, Super Power",Movie,1,7.62,75660
773,Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,24,8.15,75612
774,Mayoi Neko Overrun!,"Comedy, Harem, Romance",TV,13,6.89,75517
775,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6,7.86,75502
776,Junketsu no Maria,"Comedy, Fantasy, Historical, Magic, Seinen",TV,12,7.29,75460
777,High School DxD Specials,"Comedy, Demons, Ecchi, Harem, Romance, School",Special,6,7.37,75439
778,Kaze Tachinu,"Drama, Historical, Romance",Movie,1,8.24,75359
779,Samurai 7,"Historical, Mecha, Samurai, Sci-Fi",TV,26,7.6,74991
780,xxxHOLiC Kei,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,13,8.34,74941
781,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50,7.25,74929
782,Tales of the Abyss,"Adventure, Drama, Fantasy",TV,26,7.47,74901
783,Boruto: Naruto the Movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,8.03,74690
784,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",TV,13,6.58,74634
785,YuGiOh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",TV,180,7.23,74331
786,Samurai Flamenco,"Action, Comedy, Parody",TV,22,7.0,74324
787,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga","Comedy, Ecchi, Romance, Shounen, Supernatural",TV,12,6.46,74320
788,Akikan!,"Comedy, Ecchi, Fantasy, Romance",TV,12,6.4,74097
789,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39,8.57,74074
790,Brothers Conflict,"Harem, Romance, Shoujo",TV,12,6.58,74069
791,Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13,8.03,74040
792,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,1,8.03,74028
793,Shuumatsu no Izetta,"Action, Historical, Military",TV,12,7.12,74026
794,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.8,73909
795,Re:Hamatora,"Comedy, Mystery, Super Power",TV,12,7.48,73903
796,Kore wa Zombie Desu ka OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,2,7.57,73826
797,Amagami SS Plus,"Comedy, Romance, School, Slice of Life",TV,13,7.61,73813
798,Itsuka Tenma no Kuro Usagi,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",TV,12,6.83,73555
799,GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49,7.73,73536
800,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,13,8.22,73480
801,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,7.87,73476
802,Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo",TV,43,7.74,73305
803,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Seinen, Slice of Life",TV,13,7.49,73285
804,Pokemon: Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.16,73253
805,Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,1,7.05,73241
806,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38,8.23,73218
807,Servamp,"Action, Comedy, Drama, Josei, Supernatural, Vampire",TV,12,7.12,73126
808,Astarotte no Omocha!,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,12,6.81,73064
809,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,8.59,72958
810,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",Movie,1,8.22,72933
811,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,72790
812,Kurokami The Animation,"Action, Martial Arts, Super Power",TV,23,7.29,72750
813,Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,1,8.16,72708
814,Blade &amp Soul,"Action, Adventure, Fantasy, Martial Arts",TV,13,6.25,72692
815,Rozen Maiden: Träumend,"Action, Comedy, Drama, Magic, Seinen",TV,12,7.78,72645
816,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,9.1,72534
817,DGray-man Hallow,"Action, Demons, Shounen, Super Power",TV,13,8.01,72499
818,Ao no Kanata no Four Rhythm,"Drama, School, Sci-Fi, Sports",TV,12,6.98,72174
819,Chuunibyou demo Koi ga Shitai!: Kirameki no Slapstick Noel,"Comedy, School",Special,1,7.6,72085
820,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,13,8.09,72021
821,Carnival Phantasm,"Comedy, Parody, Supernatural",OVA,12,8.01,71976
822,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901
823,Little Busters!: Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.36,71820
824,Rewrite,"Action, Comedy, Romance, School, Supernatural",TV,13,6.69,71545
825,Shikabane Hime: Aka,"Action, Horror, Martial Arts",TV,13,7.38,71502
826,Toradora!: Bentou no Gokui,"Comedy, Romance, School, Slice of Life",Special,1,7.54,71433
827,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",TV,13,8.59,71295
828,Fortune Arterial: Akai Yakusoku,"Comedy, Romance, School, Supernatural, Vampire",TV,12,6.91,71285
829,Sola,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.37,71172
830,Shelter,"Music, Sci-Fi",Music,1,8.38,71136
831,Tegamibachi,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.76,70987
832,Nodame Cantabile: Paris-hen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8.27,70822
833,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1,7.88,70787
834,Bokusatsu Tenshi Dokuro-chan 2,"Comedy, Ecchi, Magic",OVA,2,6.92,70734
835,Tokyo Ghoul: Jack,"Action, Drama, Horror, School, Seinen, Supernatural",OVA,1,7.71,70635
